,Player,selector1-href,Date,From club,To club,Date of birth,Age,National player,International matches,Market value,Posición,from_club_path,final_club_path,final_team,from_pais,to_pais,final_country,path_country
6579,Johan Bonilla,https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126,2016-12-31,Sp. San José,Herediano U20,"May 30, 1996 ",24.0,No national team players,-,-,Attacking Midfield,"Herediano U20,CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown","CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown,Juv. Escazuceña",Juv. Escazuceña,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Nicaragua,Costa Rica,Unknown,Nicaragua,Unknown"
6575,Johan Bonilla,https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126,2017-01-01,Herediano U20,Belén U20,"May 30, 1996 ",24.0,No national team players,-,-,Attacking Midfield,"Herediano U20,CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown","CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown,Juv. Escazuceña",Juv. Escazuceña,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Nicaragua,Costa Rica,Unknown,Nicaragua,Unknown"
6580,Johan Bonilla,https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126,2017-06-30,Belén U20,Herediano U20,"May 30, 1996 ",24.0,No national team players,-,-,Attacking Midfield,"Herediano U20,CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown","CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown,Juv. Escazuceña",Juv. Escazuceña,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Nicaragua,Costa Rica,Unknown,Nicaragua,Unknown"
6576,Johan Bonilla,https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126,2017-07-01,Herediano U20,Diriangén FC,"May 30, 1996 ",24.0,No national team players,-,-,Attacking Midfield,"Herediano U20,CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown","CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown,Juv. Escazuceña",Juv. Escazuceña,Costa Rica,Nicaragua,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Nicaragua,Costa Rica,Unknown,Nicaragua,Unknown"
6577,Johan Bonilla,https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126,2017-12-31,Diriangén FC,Herediano U20,"May 30, 1996 ",24.0,No national team players,-,-,Attacking Midfield,"Herediano U20,CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown","CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown,Juv. Escazuceña",Juv. Escazuceña,Nicaragua,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Nicaragua,Costa Rica,Unknown,Nicaragua,Unknown"
6512,Johan Bonilla,https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126,2018-01-01,Herediano U20,Unknown,"May 30, 1996 ",24.0,No national team players,-,-,Attacking Midfield,"Herediano U20,CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown","CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown,Juv. Escazuceña",Juv. Escazuceña,Costa Rica,Unknown,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Nicaragua,Costa Rica,Unknown,Nicaragua,Unknown"
6589,Johan Bonilla,https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126,2018-07-01,Unknown,Walter Ferretti,"May 30, 1996 ",24.0,No national team players,-,-,Attacking Midfield,"Herediano U20,CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown","CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown,Juv. Escazuceña",Juv. Escazuceña,Unknown,Nicaragua,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Nicaragua,Costa Rica,Unknown,Nicaragua,Unknown"
6515,Johan Bonilla,https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126,2019-01-01,Walter Ferretti,Unknown,"May 30, 1996 ",24.0,No national team players,-,-,Attacking Midfield,"Herediano U20,CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown","CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown,Juv. Escazuceña",Juv. Escazuceña,Nicaragua,Unknown,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Nicaragua,Costa Rica,Unknown,Nicaragua,Unknown"
6532,Johan Bonilla,https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126,2020-01-01,Unknown,Juv. Escazuceña,"May 30, 1996 ",24.0,No national team players,-,-,Attacking Midfield,"Herediano U20,CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown","CS Uruguay II,Herediano U20,Sp. San José,Herediano U20,Belén U20,Herediano U20,Diriangén FC,Herediano U20,Unknown,Walter Ferretti,Unknown,Juv. Escazuceña",Juv. Escazuceña,Unknown,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Nicaragua,Costa Rica,Unknown,Nicaragua,Unknown"
6685,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2005-07-01,LD Alajuelense,AD Carmelita,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6771,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2006-07-01,AD Carmelita,Pérez Zeledón,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6826,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2007-01-01,Pérez Zeledón,Santacruceña,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6798,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2007-07-01,Santacruceña,Santos FC,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6754,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2009-01-01,Santos FC,Barrio México,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6690,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2009-07-01,Barrio México,AD Carmelita,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6699,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2010-07-01,AD Carmelita,CS Uruguay,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6782,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2012-07-01,CS Uruguay,Herediano,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6700,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2012-08-28,Herediano,CS Uruguay,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6765,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2014-07-01,CS Uruguay,Cartaginés,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6784,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2015-07-01,Cartaginés,Herediano,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6827,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2017-01-05,Herediano,Sonsonate,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,El Salvador,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6697,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2017-07-01,Sonsonate,Grecia,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,El Salvador,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6778,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2019-01-01,Grecia,La U,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6773,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2019-08-19,La U,Without Club,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,Without Club,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6755,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2019-09-01,Without Club,Barrio México,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Without Club,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
6739,Johan Condega,https://www.transfermarkt.com/johan-condega/profil/spieler/231151,2020-01-01,Barrio México,Guanacasteca,"Mar 15, 1984 ",36.0,Costa RicaNo current national team players,2,€75Th.,Attacking Midfield,"LD Alajuelense,AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U","AD Carmelita,Pérez Zeledón,Santacruceña,Santos FC,Barrio México,AD Carmelita,CS Uruguay,Herediano,CS Uruguay,Cartaginés,Herediano,Sonsonate,Grecia,La U,Without Club,Barrio México,Guanacasteca,La U,Guanacasteca",Guanacasteca,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,El Salvador,Costa Rica,Costa Rica,Without Club,Costa Rica,Costa Rica,Costa Rica"
