,Player,selector1-href,Date,From club,To club,Date of birth,Age,National player,International matches,Market value,Posición,País,To Pais
3061,Kenny Cunningham,https://www.transfermarkt.com/kenny-cunningham/profil/spieler/195463,"Oct 5, 2012",Gainare Tottori,Without Club,"Jun 7, 1985 ",35.0,Costa RicaNo current national team players,14,€125Th.,Centre-Forward,Japón,Without Club
3062,Andy Furtado,https://www.transfermarkt.com/andy-furtado/profil/spieler/102375,"Sep 28, 2009",Marathón,Without Club,"Oct 30, 1980 ",39.0,Costa RicaNo current national team players,9,-,Centre-Forward,Honduras,Without Club
3063,Fernando Paniagua,https://www.transfermarkt.com/fernando-paniagua/profil/spieler/111514,"Mar 28, 2015",Start,Without Club,"Sep 9, 1988 ",31.0,Costa RicaNo current national team players,2,-,Central Midfield,Noruega,Without Club
3064,Rodney Wallace,https://www.transfermarkt.com/rodney-wallace/profil/spieler/99859,"Jan 1, 2020",Kansas,Without Club,"Jun 17, 1988 ",32.0,Costa RicaNo current national team players,31,€400Th.,Left Midfield,USA,Without Club
3065,Daniel Varela,https://www.transfermarkt.com/daniel-varela/profil/spieler/128547,"Mar 1, 2012",Kolkata,Without Club,"Apr 30, 1990 ",30.0,No national team players,-,-,Central Midfield,India,Without Club
3066,Michael Rodríguez,https://www.transfermarkt.com/michael-rodriguez/profil/spieler/38665,"Sep 4, 2014",Bayamón FC,Without Club,"Dec 30, 1981 ",38.0,Costa RicaNo current national team players,3,-,Centre-Back,Puerto Rico,Without Club
3067,Saúl Phillip,https://www.transfermarkt.com/saul-phillip/profil/spieler/90848,"Sep 4, 2014",Bayamón FC,Without Club,"Oct 3, 1984 ",35.0,No national team players,-,-,Defensive Midfield,Puerto Rico,Without Club
3068,Celso Borges,https://www.transfermarkt.com/celso-borges/profil/spieler/81532,"Aug 18, 2020",Göztepe,Without Club,"May 27, 1988 ",32.0,Costa RicaNo current national team players,129,€500Th.,Central Midfield,Turquía,Without Club
3069,Gabriel Badilla,https://www.transfermarkt.com/gabriel-badilla/profil/spieler/39566,"Mar 1, 2010",Revolution,Without Club,"Jun 30, 1984",,Costa RicaNo current national team players,24,-,Centre-Back,USA,Without Club
3070,Brandón Poltronieri,https://www.transfermarkt.com/brandon-poltronieri/profil/spieler/112959,"Jan 1, 2017",Arizona United,Without Club,"Jan 18, 1986 ",34.0,No national team players,-,€200Th.,Left-Back,USA,Without Club
3071,Diego Madrigal,https://www.transfermarkt.com/diego-madrigal/profil/spieler/128528,"Jul 1, 2017",Suphanburi FC,Without Club,"Mar 19, 1989 ",31.0,Costa RicaNo current national team players,11,€175Th.,Left Midfield,Tailandia,Without Club
3072,Randall Azofeifa,https://www.transfermarkt.com/randall-azofeifa/profil/spieler/39564,"Jul 1, 2014",K. Erciyesspor,Without Club,"Dec 30, 1984 ",35.0,Costa RicaNo current national team players,60,€150Th.,Defensive Midfield,Turquía,Without Club
3073,Bryan Pérez,https://www.transfermarkt.com/bryan-perez/profil/spieler/153797,"Jun 1, 2010",Miami FC,Without Club,"Nov 1, 1988 ",31.0,No national team players,-,-,Midfielder,USA,Without Club
3074,Michael Calderón,https://www.transfermarkt.com/michael-calderon/profil/spieler/308719,"Jan 1, 2015",Wilmington,Without Club,"Dec 6, 1988 ",31.0,No national team players,-,-,Attacking Midfield,USA,Without Club
3075,Michael Calderón,https://www.transfermarkt.com/michael-calderon/profil/spieler/308719,"Jan 1, 2017",Närpes Kraft,Without Club,"Dec 6, 1988 ",31.0,No national team players,-,-,Attacking Midfield,Finlandia,Without Club
3076,Jhonny Acosta,https://www.transfermarkt.com/jhonny-acosta/profil/spieler/187768,"May 1, 2020",East Bengal FC,Without Club,"Jul 21, 1983 ",37.0,Costa RicaNo current national team players,71,€150Th.,Centre-Back,India,Without Club
3077,Júnior Díaz,https://www.transfermarkt.com/junior-diaz/profil/spieler/35383,"Jul 1, 2017",Würzb. Kickers,Without Club,"Sep 12, 1983 ",36.0,Costa RicaNo current national team players,80,€100Th.,Centre-Back,Alemania,Without Club
3078,Roberto Porras,https://www.transfermarkt.com/roberto-porras/profil/spieler/214828,"Sep 24, 2015",Halcones,Without Club,"Oct 5, 1979 ",40.0,No national team players,-,-,Attacking Midfield,Guatemala,Without Club
3079,Allan Alemán,https://www.transfermarkt.com/allan-aleman/profil/spieler/79618,"Jan 1, 2015",XJ T. Leopard,Without Club,"Jul 29, 1983 ",37.0,Costa RicaNo current national team players,10,-,Right Midfield,China,Without Club
3080,Víctor Bolívar,https://www.transfermarkt.com/victor-bolivar/profil/spieler/161292,"Feb 20, 2020",Quiché,Without Club,"Sep 3, 1983 ",36.0,Costa RicaNo current national team players,1,-,Goalkeeper,Guatemala,Without Club
3081,Randy Cubero,https://www.transfermarkt.com/randy-cubero/profil/spieler/90837,"Jul 1, 2015",Mictlán,Without Club,"Nov 28, 1982 ",37.0,No national team players,-,-,Defensive Midfield,Guatemala,Without Club
3082,Gilberto Martínez,https://www.transfermarkt.com/gilberto-martinez/profil/spieler/5969,"Sep 1, 2011",Brescia,Without Club,"Oct 1, 1979 ",40.0,Costa RicaNo current national team players,61,-,Centre-Back,Italia,Without Club
3083,Gilberto Martínez,https://www.transfermarkt.com/gilberto-martinez/profil/spieler/5969,"Jul 1, 2012",Brescia,Without Club,"Oct 1, 1979 ",40.0,Costa RicaNo current national team players,61,-,Centre-Back,Italia,Without Club
3084,Gilberto Martínez,https://www.transfermarkt.com/gilberto-martinez/profil/spieler/5969,"Jul 1, 2015",Monza,Without Club,"Oct 1, 1979 ",40.0,Costa RicaNo current national team players,61,-,Centre-Back,Italia,Without Club
3085,Gilberto Martínez,https://www.transfermarkt.com/gilberto-martinez/profil/spieler/5969,"Jul 1, 2016",Nardò,Without Club,"Oct 1, 1979 ",40.0,Costa RicaNo current national team players,61,-,Centre-Back,Italia,Without Club
3086,Gilberto Martínez,https://www.transfermarkt.com/gilberto-martinez/profil/spieler/5969,"Jul 1, 2017",Cerignola,Without Club,"Oct 1, 1979 ",40.0,Costa RicaNo current national team players,61,-,Centre-Back,Italia,Without Club
3087,Gilberto Martínez,https://www.transfermarkt.com/gilberto-martinez/profil/spieler/5969,"Jan 1, 2018",Corigliano,Without Club,"Oct 1, 1979 ",40.0,Costa RicaNo current national team players,61,-,Centre-Back,Italia,Without Club
3088,Edgar Greaves,https://www.transfermarkt.com/edgar-greaves/profil/spieler/235615,"Feb 20, 2015",Dep. San Pedro,Without Club,"May 8, 1984 ",36.0,No national team players,-,-,Forward,Guatemala,Without Club
3089,Winston Parks,https://www.transfermarkt.com/winston-parks/profil/spieler/9655,"Jan 1, 2013",FC Baku,Without Club,"Oct 12, 1981 ",38.0,Costa RicaNo current national team players,27,-,Centre-Forward,Azerbaijan,Without Club
3090,Alonso Solís,https://www.transfermarkt.com/alonso-solis/profil/spieler/35379,"Mar 1, 2012",Durgapur,Without Club,"Oct 14, 1978 ",41.0,Costa RicaNo current national team players,49,-,Attacking Midfield,India,Without Club
3091,Anderson Juárez,https://www.transfermarkt.com/anderson-juarez/profil/spieler/730652,"Jan 1, 2020",Saprissa U20,Without Club,"Jan 18, 2001 ",19.0,No national team players,-,-,Forward,Costa Rica,Without Club
3092,Froylán Ledezma,https://www.transfermarkt.com/froylan-ledezma/profil/spieler/38011,"Jan 1, 2010",Admira Wacker,Without Club,"Jan 2, 1978 ",42.0,Costa RicaNo current national team players,22,-,Centre-Forward,Austria,Without Club
3093,David Diah,https://www.transfermarkt.com/david-diah/profil/spieler/223121,"Apr 1, 2002",Ceará SC,Without Club,"Jun 7, 1974 ",46.0,Costa RicaNo current national team players,6,-,Forward,Brasil,Without Club
3094,Armando Alvarado,https://www.transfermarkt.com/armando-alvarado/profil/spieler/278784,"Jan 1, 2016",CS Uruguay Yth.,Without Club,"Mar 31, 1995 ",25.0,No national team players,-,-,Defender,Costa Rica,Without Club
3095,Antonio Aguilar,https://www.transfermarkt.com/antonio-aguilar/profil/spieler/606835,"Jul 1, 2017",W. Illinois Uni,Without Club,"Nov 22, 1996 ",23.0,No national team players,-,-,Defensive Midfield,USA,Without Club
3096,Yurguin Román,https://www.transfermarkt.com/yurguin-roman/profil/spieler/392455,"Jul 1, 2017",Alajuelense U20,Santa Ana,"Jan 19, 1997 ",23.0,No national team players,-,€125Th.,Left-Back,Costa Rica,Costa Rica
3097,Jean Carlo Innecken,https://www.transfermarkt.com/jean-carlo-innecken/profil/spieler/433649,"Jul 1, 2017",Alajuelense U20,Santa Ana,"Feb 4, 1996 ",24.0,No national team players,-,-,Right Midfield,Costa Rica,Costa Rica
3098,Daniel Villegas,https://www.transfermarkt.com/daniel-villegas/profil/spieler/401447,"Jul 1, 2017",Alajuelense U20,Santa Ana,"Jan 6, 1998 ",22.0,Costa RicaNo current national team players,-,€100Th.,Left Midfield,Costa Rica,Costa Rica
3099,Miguel Ajú,https://www.transfermarkt.com/miguel-aju/profil/spieler/401444,"Jul 1, 2017",Alajuelense U20,Santa Ana,"Nov 8, 1999 ",20.0,No national team players,-,-,Goalkeeper,Costa Rica,Costa Rica
3100,Gabriel Núñez,https://www.transfermarkt.com/gabriel-nunez/profil/spieler/477802,"Jan 1, 2018",Alajuelense U20,Santa Ana,"May 15, 1998 ",22.0,No national team players,-,-,Goalkeeper,Costa Rica,Costa Rica
3101,José Alvarado,https://www.transfermarkt.com/jose-alvarado/profil/spieler/477803,"Jul 1, 2017",Alajuelense U20,Santa Ana,"Jan 15, 1998 ",22.0,No national team players,-,-,Forward,Costa Rica,Costa Rica
3102,Yordi Matarrita,https://www.transfermarkt.com/yordi-matarrita/profil/spieler/477576,"Jul 1, 2017",Alajuelense U20,Santa Ana,"Apr 18, 1999 ",21.0,No national team players,-,-,Midfielder,Costa Rica,Costa Rica
3103,Kenneth Cerdas,https://www.transfermarkt.com/kenneth-cerdas/profil/spieler/278349,"Jul 25, 2017",LD Alajuelense,Santa Ana,"Dec 29, 1995 ",24.0,Costa RicaCurrent national team players,-,€150Th.,Attacking Midfield,Costa Rica,Costa Rica
3104,Diego Mesén,https://www.transfermarkt.com/diego-mesen/profil/spieler/401436,"Sep 14, 2017",LD Alajuelense,Santa Ana,"Mar 28, 1999 ",21.0,No national team players,-,€50Th.,Centre-Back,Costa Rica,Costa Rica
3105,Rafael Gamboa,https://www.transfermarkt.com/rafael-gamboa/profil/spieler/217224,"Jan 1, 2020",CS Uruguay,Santa Ana,"Jan 6, 1994 ",26.0,No national team players,-,-,Defensive Midfield,Costa Rica,Costa Rica
3106,Andrey Ugalde,https://www.transfermarkt.com/andrey-ugalde/profil/spieler/331952,"Jul 1, 2019",AD Carmelita,Santa Ana,"Apr 15, 1994 ",26.0,No national team players,-,-,Central Midfield,Costa Rica,Costa Rica
3107,Luis Diego Sequeira,https://www.transfermarkt.com/luis-diego-sequeira/profil/spieler/157163,"Jul 1, 2018",AD Carmelita,Santa Ana,"Mar 17, 1986 ",34.0,Costa RicaNo current national team players,-,€75Th.,Goalkeeper,Costa Rica,Costa Rica
3108,Óscar Zúñiga,https://www.transfermarkt.com/oscar-zuniga/profil/spieler/364453,"Jan 1, 2020",AD Carmelita,Santa Ana,"Sep 11, 1997 ",22.0,No national team players,-,-,Centre-Back,Costa Rica,Costa Rica
3109,Kevin Sánchez,https://www.transfermarkt.com/kevin-sanchez/profil/spieler/442527,"Jan 1, 2018",Cartaginés,Santa Ana,"May 23, 1997 ",23.0,No national team players,-,-,Defensive Midfield,Costa Rica,Costa Rica
3110,Aarón Cordero,https://www.transfermarkt.com/aaron-cordero/profil/spieler/358858,"Jul 1, 2016",Limón FC,Santa Ana,"Dec 24, 1990 ",29.0,No national team players,-,-,Central Midfield,Costa Rica,Costa Rica
3111,William Ocampo,https://www.transfermarkt.com/william-ocampo/profil/spieler/448330,"Jul 1, 2018",AD San Carlos,Santa Ana,"Jan 25, 1996 ",24.0,No national team players,-,-,Centre-Back,Costa Rica,Costa Rica
3112,Bryan Beita,https://www.transfermarkt.com/bryan-beita/profil/spieler/240724,"Jul 1, 2018",Unknown,Santa Ana,"Jan 31, 1993 ",27.0,No national team players,-,-,Midfielder,Unknown,Costa Rica
3113,Moisés Segura,https://www.transfermarkt.com/moises-segura/profil/spieler/380202,"Jul 1, 2017",Unknown,Santa Ana,"Nov 3, 1989 ",30.0,No national team players,-,-,Left-Back,Unknown,Costa Rica
3114,Federico Crespo,https://www.transfermarkt.com/federico-crespo/profil/spieler/131249,"Jul 1, 2017",Unknown,Santa Ana,"May 10, 1992 ",28.0,No national team players,-,-,Defender,Unknown,Costa Rica
3115,Aarón Cordero,https://www.transfermarkt.com/aaron-cordero/profil/spieler/358858,"Jan 1, 2019",Unknown,Santa Ana,"Dec 24, 1990 ",29.0,No national team players,-,-,Central Midfield,Unknown,Costa Rica
3116,Bruno Castro,https://www.transfermarkt.com/bruno-castro/profil/spieler/350423,"Jul 1, 2017",Unknown,Santa Ana,"Aug 6, 1990 ",30.0,No national team players,-,-,Attacking Midfield,Unknown,Costa Rica
3117,José Castillo,https://www.transfermarkt.com/jose-castillo/profil/spieler/211471,"Jul 1, 2017",Unknown,Santa Ana,"May 5, 1989 ",31.0,No national team players,-,-,Defensive Midfield,Unknown,Costa Rica
3118,Éric Sánchez,https://www.transfermarkt.com/eric-sanchez/profil/spieler/193839,"Jul 1, 2017",Unknown,Santa Ana,"Apr 23, 1986 ",34.0,No national team players,-,-,Centre-Back,Unknown,Costa Rica
3119,Maxie Barthley,https://www.transfermarkt.com/maxie-barthley/profil/spieler/195144,"Jul 1, 2017",Unknown,Santa Ana,"Nov 9, 1987 ",32.0,No national team players,-,-,Centre-Back,Unknown,Costa Rica
3120,Abraham Delgado,https://www.transfermarkt.com/abraham-delgado/profil/spieler/580231,"Jul 1, 2019",Unknown,Santa Ana,"Mar 16, 1997 ",23.0,No national team players,-,-,Defender,Unknown,Costa Rica
3121,César Acuña,https://www.transfermarkt.com/cesar-acuna/profil/spieler/529330,"Jan 1, 2020",Cartaginés U20,Santa Ana,"Feb 10, 1999 ",21.0,No national team players,-,-,Defender,Costa Rica,Costa Rica
3122,Cristian González,https://www.transfermarkt.com/cristian-gonzalez/profil/spieler/267470,"Jan 1, 2020",Barrio México,Santa Ana,"Jan 18, 1990 ",30.0,No national team players,-,-,Forward,Costa Rica,Costa Rica
3123,Jheirel Downs,https://www.transfermarkt.com/jheirel-downs/profil/spieler/195369,"Jul 1, 2013",Barrio México,Santa Ana,"Jan 28, 1986 ",34.0,No national team players,-,-,Forward,Costa Rica,Costa Rica
3124,Luis Delgado,https://www.transfermarkt.com/luis-delgado/profil/spieler/559221,"Jul 1, 2019",Guadalupe FC,Santa Ana,"Aug 14, 1999 ",21.0,No national team players,-,-,Defender,Costa Rica,Costa Rica
3125,Carlos Chaves,https://www.transfermarkt.com/carlos-chaves/profil/spieler/278351,"Jul 1, 2017",AD Aserrí,Santa Ana,"Jul 27, 1991 ",29.0,No national team players,-,-,Goalkeeper,Costa Rica,Costa Rica
3126,Heliut Farrier,https://www.transfermarkt.com/heliut-farrier/profil/spieler/214934,"Jan 1, 2020",AD Aserrí,Santa Ana,"Apr 25, 1983 ",37.0,No national team players,-,-,Defensive Midfield,Costa Rica,Costa Rica
3127,Kelvin Acuña,https://www.transfermarkt.com/kelvin-acuna/profil/spieler/314408,"Jan 1, 2018",AD Aserrí,Santa Ana,"Jan 20, 1995 ",25.0,No national team players,-,-,Midfielder,Costa Rica,Costa Rica
3128,Marco Chaves,https://www.transfermarkt.com/marco-chaves/profil/spieler/194910,"Jul 1, 2018",Jacó Rays,Santa Ana,"Jan 7, 1985 ",35.0,No national team players,-,-,Defensive Midfield,Costa Rica,Costa Rica
3129,Óscar Zúñiga,https://www.transfermarkt.com/oscar-zuniga/profil/spieler/364453,"Jan 1, 2019",Puntarenas FC,Santa Ana,"Sep 11, 1997 ",22.0,No national team players,-,-,Centre-Back,Costa Rica,Costa Rica
3130,Esteban Sirias,https://www.transfermarkt.com/esteban-sirias/profil/spieler/113869,"Feb 11, 2018",Career break,Santa Ana,"Oct 3, 1980 ",39.0,Costa RicaNo current national team players,13,-,Left-Back,Costa Rica,Costa Rica
3131,Rony Quesada,https://www.transfermarkt.com/rony-quesada/profil/spieler/270674,"Jul 1, 2019",Juv. Escazuceña,Santa Ana,"Nov 4, 1993 ",26.0,No national team players,-,-,Midfielder,Costa Rica,Costa Rica
3132,Ariel López,https://www.transfermarkt.com/ariel-lopez/profil/spieler/281774,"Jul 1, 2017",Juv. Escazuceña,Santa Ana,"Nov 13, 1993 ",26.0,No national team players,-,-,Goalkeeper,Costa Rica,Costa Rica
3133,Gustavo Pena,https://www.transfermarkt.com/gustavo-pena/profil/spieler/273199,"Jan 1, 2018",Juv. Escazuceña,Santa Ana,"Jun 25, 1988 ",32.0,No national team players,-,-,Midfielder,Costa Rica,Costa Rica
3134,Kevin Cunningham,https://www.transfermarkt.com/kevin-cunningham/profil/spieler/195150,"Jul 1, 2017",Juv. Escazuceña,Santa Ana,"Jun 7, 1985 ",35.0,No national team players,-,€75Th.,Defensive Midfield,Costa Rica,Costa Rica
3135,José Villalobos,https://www.transfermarkt.com/jose-villalobos/profil/spieler/307319,"Jan 1, 2020",Mpl. San Ramón,Santa Ana,"Dec 28, 1990 ",29.0,No national team players,-,-,Midfielder,Costa Rica,Costa Rica
3136,Wálter Villalobos,https://www.transfermarkt.com/walter-villalobos/profil/spieler/255815,"Jan 1, 2020",Mpl. San Ramón,Santa Ana,"Nov 26, 1986 ",33.0,No national team players,-,-,Midfielder,Costa Rica,Costa Rica
3137,David Vega,https://www.transfermarkt.com/david-vega/profil/spieler/410681,"Jan 1, 2019",Mpl. San Ramón,Santa Ana,"Jul 30, 1996 ",24.0,No national team players,-,-,Defensive Midfield,Costa Rica,Costa Rica
3138,Randy Taylor,https://www.transfermarkt.com/randy-taylor/profil/spieler/449046,"Jan 1, 2019",Mpl. San Ramón,Santa Ana,"Jan 3, 1998 ",22.0,No national team players,-,-,Left Winger,Costa Rica,Costa Rica
3139,Andrés Fajardo,https://www.transfermarkt.com/andres-fajardo/profil/spieler/381710,"Jul 1, 2017",UCR II,Santa Ana,"Feb 8, 1997 ",23.0,No national team players,-,-,Defender,Costa Rica,Costa Rica
3140,Karin Arce,https://www.transfermarkt.com/karin-arce/profil/spieler/479611,"Jan 1, 2018",Alajuelense U17,Santa Ana,"Mar 1, 2000 ",20.0,No national team players,-,-,Centre-Back,Costa Rica,Costa Rica
3141,Alexander Román,https://www.transfermarkt.com/alexander-roman/profil/spieler/539030,"Jan 1, 2018",Alajuelense U17,Santa Ana,"Mar 21, 2001 ",19.0,No national team players,-,-,Right-Back,Costa Rica,Costa Rica
3142,Yurguin Román,https://www.transfermarkt.com/yurguin-roman/profil/spieler/392455,"Jan 8, 2020",Alajuelense U20,La U,"Jan 19, 1997 ",23.0,No national team players,-,€125Th.,Left-Back,Costa Rica,Costa Rica
3143,Mario Ramírez,https://www.transfermarkt.com/mario-ramirez/profil/spieler/738234,"Jan 8, 2020",Alajuelense U20,La U,"Aug 27, 1999 ",20.0,No national team players,-,€75Th.,Centre-Back,Costa Rica,Costa Rica
3144,Esteban Marín,https://www.transfermarkt.com/esteban-marin/profil/spieler/419381,"Jul 1, 2019",LD Alajuelense,La U,"Mar 31, 1996 ",24.0,No national team players,-,€75Th.,Centre-Back,Costa Rica,Costa Rica
3145,Esteban Marín,https://www.transfermarkt.com/esteban-marin/profil/spieler/419381,"Jan 1, 2020",LD Alajuelense,La U,"Mar 31, 1996 ",24.0,No national team players,-,€75Th.,Centre-Back,Costa Rica,Costa Rica
3146,Kijell Medina,https://www.transfermarkt.com/kijell-medina/profil/spieler/476074,"Jan 1, 2019",CS Uruguay,La U,"Aug 27, 1997 ",22.0,No national team players,-,-,Right-Back,Costa Rica,Costa Rica
3147,LeMark Hernández,https://www.transfermarkt.com/lemark-hernandez/profil/spieler/195154,"Jan 29, 2018",Saprissa,La U,"Feb 11, 1989 ",31.0,Costa RicaNo current national team players,1,€125Th.,Left-Back,Costa Rica,Costa Rica
