Player;selector1-href;Date;From club;To club;Date of birth;Age;National player;International matches;Market value;Posición
Mínor Díaz;https://www.transfermarkt.com/minor-diaz/profil/spieler/79562;Jul 1, 2005;Herediano;LD Alajuelense;Dec 26, 1980 ;39;Costa RicaNo current national team players;6;-;Centre-Forward
Mínor Díaz;https://www.transfermarkt.com/minor-diaz/profil/spieler/79562;Jan 1, 2007;LD Alajuelense;Cartaginés;Dec 26, 1980 ;39;Costa RicaNo current national team players;6;-;Centre-Forward
Mínor Díaz;https://www.transfermarkt.com/minor-diaz/profil/spieler/79562;Jul 1, 2008;Cartaginés;Águilas;Dec 26, 1980 ;39;Costa RicaNo current national team players;6;-;Centre-Forward
Mínor Díaz;https://www.transfermarkt.com/minor-diaz/profil/spieler/79562;Jul 1, 2010;Águilas;UCR;Dec 26, 1980 ;39;Costa RicaNo current national team players;6;-;Centre-Forward
Mínor Díaz;https://www.transfermarkt.com/minor-diaz/profil/spieler/79562;Jul 1, 2011;UCR;LD Alajuelense;Dec 26, 1980 ;39;Costa RicaNo current national team players;6;-;Centre-Forward
Mínor Díaz;https://www.transfermarkt.com/minor-diaz/profil/spieler/79562;Jan 1, 2012;LD Alajuelense;Herediano;Dec 26, 1980 ;39;Costa RicaNo current national team players;6;-;Centre-Forward
Mínor Díaz;https://www.transfermarkt.com/minor-diaz/profil/spieler/79562;Jul 1, 2014;Herediano;Belén FC;Dec 26, 1980 ;39;Costa RicaNo current national team players;6;-;Centre-Forward
Mínor Díaz;https://www.transfermarkt.com/minor-diaz/profil/spieler/79562;Aug 31, 2014;Belén FC;Retired;Dec 26, 1980 ;39;Costa RicaNo current national team players;6;-;Centre-Forward
Esteban Sirias;https://www.transfermarkt.com/esteban-sirias/profil/spieler/113869;Jan 1, 2006;LD Alajuelense;Cartaginés;Oct 3, 1980 ;39;Costa RicaNo current national team players;13;-;Left-Back
Esteban Sirias;https://www.transfermarkt.com/esteban-sirias/profil/spieler/113869;Jun 30, 2007;Cartaginés;LD Alajuelense;Oct 3, 1980 ;39;Costa RicaNo current national team players;13;-;Left-Back
Esteban Sirias;https://www.transfermarkt.com/esteban-sirias/profil/spieler/113869;Jul 1, 2007;LD Alajuelense;Águilas;Oct 3, 1980 ;39;Costa RicaNo current national team players;13;-;Left-Back
Esteban Sirias;https://www.transfermarkt.com/esteban-sirias/profil/spieler/113869;Jul 1, 2010;Águilas;Saprissa;Oct 3, 1980 ;39;Costa RicaNo current national team players;13;-;Left-Back
Esteban Sirias;https://www.transfermarkt.com/esteban-sirias/profil/spieler/113869;Jan 1, 2012;Saprissa;Without Club;Oct 3, 1980 ;39;Costa RicaNo current national team players;13;-;Left-Back
Esteban Sirias;https://www.transfermarkt.com/esteban-sirias/profil/spieler/113869;Jul 1, 2012;Without Club;Belén;Oct 3, 1980 ;39;Costa RicaNo current national team players;13;-;Left-Back
Esteban Sirias;https://www.transfermarkt.com/esteban-sirias/profil/spieler/113869;Jan 1, 2013;Belén;Cartaginés;Oct 3, 1980 ;39;Costa RicaNo current national team players;13;-;Left-Back
Esteban Sirias;https://www.transfermarkt.com/esteban-sirias/profil/spieler/113869;Sep 24, 2014;Cartaginés;AS Puma;Oct 3, 1980 ;39;Costa RicaNo current national team players;13;-;Left-Back
Esteban Sirias;https://www.transfermarkt.com/esteban-sirias/profil/spieler/113869;Jul 1, 2017;AS Puma;Career break;Oct 3, 1980 ;39;Costa RicaNo current national team players;13;-;Left-Back
Esteban Sirias;https://www.transfermarkt.com/esteban-sirias/profil/spieler/113869;Feb 11, 2018;Career break;Santa Ana;Oct 3, 1980 ;39;Costa RicaNo current national team players;13;-;Left-Back
Esteban Sirias;https://www.transfermarkt.com/esteban-sirias/profil/spieler/113869;Jan 1, 2019;Santa Ana;Unknown;Oct 3, 1980 ;39;Costa RicaNo current national team players;13;-;Left-Back
Andrés Barquero;https://www.transfermarkt.com/andres-barquero/profil/spieler/194509;Jul 1, 2009;Barrio México;Brujas FC;Jul 30, 1982 ;38;No national team players;-;-;Midfielder
Andrés Barquero;https://www.transfermarkt.com/andres-barquero/profil/spieler/194509;Jul 1, 2010;Brujas FC;Barrio México;Jul 30, 1982 ;38;No national team players;-;-;Midfielder
Andrés Barquero;https://www.transfermarkt.com/andres-barquero/profil/spieler/194509;Jul 1, 2011;Barrio México;Puntarenas FC;Jul 30, 1982 ;38;No national team players;-;-;Midfielder
Andrés Barquero;https://www.transfermarkt.com/andres-barquero/profil/spieler/194509;Jan 1, 2012;Puntarenas FC;Barrio México;Jul 30, 1982 ;38;No national team players;-;-;Midfielder
Andrés Barquero;https://www.transfermarkt.com/andres-barquero/profil/spieler/194509;Jul 1, 2013;Barrio México;Chirripó;Jul 30, 1982 ;38;No national team players;-;-;Midfielder
Ronny Ureña;https://www.transfermarkt.com/ronny-urena/profil/spieler/341454;Jan 1, 2010;Pérez Zeledón;Unknown;Jun 16, 1985 ;35;No national team players;-;-;Midfielder
Marlon Arias;https://www.transfermarkt.com/marlon-arias/profil/spieler/90830;Jul 1, 2008;Santos FC;Brujas FC;Jul 9, 1985 ;35;No national team players;-;-;Midfielder
Marlon Arias;https://www.transfermarkt.com/marlon-arias/profil/spieler/90830;Jan 1, 2010;Brujas FC;Santos FC;Jul 9, 1985 ;35;No national team players;-;-;Midfielder
Marlon Arias;https://www.transfermarkt.com/marlon-arias/profil/spieler/90830;Jul 1, 2010;Santos FC;Unknown;Jul 9, 1985 ;35;No national team players;-;-;Midfielder
Marlon Arias;https://www.transfermarkt.com/marlon-arias/profil/spieler/90830;Jul 1, 2011;Unknown;AD Guajira;Jul 9, 1985 ;35;No national team players;-;-;Midfielder
Marlon Arias;https://www.transfermarkt.com/marlon-arias/profil/spieler/90830;Jul 1, 2014;AD Guajira;Real Pococí;Jul 9, 1985 ;35;No national team players;-;-;Midfielder
Neighel Drummond;https://www.transfermarkt.com/neighel-drummond/profil/spieler/113870;Jul 1, 2007;Brujas FC;AD Carmelita;Feb 2, 1982 ;38;No national team players;-;-;Goalkeeper
Neighel Drummond;https://www.transfermarkt.com/neighel-drummond/profil/spieler/113870;Jul 1, 2008;AD Carmelita;Ramonense;Feb 2, 1982 ;38;No national team players;-;-;Goalkeeper
Neighel Drummond;https://www.transfermarkt.com/neighel-drummond/profil/spieler/113870;Jul 1, 2010;Ramonense;Cartaginés;Feb 2, 1982 ;38;No national team players;-;-;Goalkeeper
Neighel Drummond;https://www.transfermarkt.com/neighel-drummond/profil/spieler/113870;Jan 1, 2011;Cartaginés;UCR;Feb 2, 1982 ;38;No national team players;-;-;Goalkeeper
Neighel Drummond;https://www.transfermarkt.com/neighel-drummond/profil/spieler/113870;Jul 1, 2014;UCR;AS Puma;Feb 2, 1982 ;38;No national team players;-;-;Goalkeeper
Neighel Drummond;https://www.transfermarkt.com/neighel-drummond/profil/spieler/113870;Jan 1, 2015;AS Puma;CS Uruguay;Feb 2, 1982 ;38;No national team players;-;-;Goalkeeper
Neighel Drummond;https://www.transfermarkt.com/neighel-drummond/profil/spieler/113870;Jul 1, 2016;CS Uruguay;Sp. San José;Feb 2, 1982 ;38;No national team players;-;-;Goalkeeper
Neighel Drummond;https://www.transfermarkt.com/neighel-drummond/profil/spieler/113870;Jan 1, 2018;Sp. San José;Retired;Feb 2, 1982 ;38;No national team players;-;-;Goalkeeper
Warren Granados;https://www.transfermarkt.com/warren-granados/profil/spieler/113871;Jul 1, 2002;Ramonense;LD Alajuelense;Dec 6, 1981 ;38;Costa RicaNo current national team players;7;-;Midfielder
Warren Granados;https://www.transfermarkt.com/warren-granados/profil/spieler/113871;Jul 1, 2004;LD Alajuelense;Puntarenas FC;Dec 6, 1981 ;38;Costa RicaNo current national team players;7;-;Midfielder
Warren Granados;https://www.transfermarkt.com/warren-granados/profil/spieler/113871;Jul 1, 2005;Puntarenas FC;Ramonense;Dec 6, 1981 ;38;Costa RicaNo current national team players;7;-;Midfielder
Warren Granados;https://www.transfermarkt.com/warren-granados/profil/spieler/113871;Jul 1, 2012;Ramonense;Unknown;Dec 6, 1981 ;38;Costa RicaNo current national team players;7;-;Midfielder
Warren Granados;https://www.transfermarkt.com/warren-granados/profil/spieler/113871;Jul 1, 2013;Unknown;San Ramón;Dec 6, 1981 ;38;Costa RicaNo current national team players;7;-;Midfielder
Warren Granados;https://www.transfermarkt.com/warren-granados/profil/spieler/113871;Jan 1, 2014;San Ramón;Retired;Dec 6, 1981 ;38;Costa RicaNo current national team players;7;-;Midfielder
Kenneth García;https://www.transfermarkt.com/kenneth-garcia/profil/spieler/195535;Jul 1, 2006;Liberia;Herediano;May 14, 1982 ;38;No national team players;-;-;Defensive Midfield
Kenneth García;https://www.transfermarkt.com/kenneth-garcia/profil/spieler/195535;Jul 1, 2007;Herediano;Liberia Mía;May 14, 1982 ;38;No national team players;-;-;Defensive Midfield
Kenneth García;https://www.transfermarkt.com/kenneth-garcia/profil/spieler/195535;Jan 1, 2009;Liberia Mía;Pérez Zeledón;May 14, 1982 ;38;No national team players;-;-;Defensive Midfield
Kenneth García;https://www.transfermarkt.com/kenneth-garcia/profil/spieler/195535;Jul 1, 2012;Pérez Zeledón;LD Alajuelense;May 14, 1982 ;38;No national team players;-;-;Defensive Midfield
Kenneth García;https://www.transfermarkt.com/kenneth-garcia/profil/spieler/195535;Jul 1, 2014;LD Alajuelense;Pérez Zeledón;May 14, 1982 ;38;No national team players;-;-;Defensive Midfield
Kenneth García;https://www.transfermarkt.com/kenneth-garcia/profil/spieler/195535;Jan 1, 2015;Pérez Zeledón;Liberia;May 14, 1982 ;38;No national team players;-;-;Defensive Midfield
Kenneth García;https://www.transfermarkt.com/kenneth-garcia/profil/spieler/195535;Jul 1, 2018;Liberia;Unknown;May 14, 1982 ;38;No national team players;-;-;Defensive Midfield
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jul 1, 2000;Saprissa;AD Limonense;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jul 1, 2001;AD Limonense;Saprissa;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jan 1, 2002;Saprissa;Santa Bárbara;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jul 1, 2002;Santa Bárbara;Saprissa;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jul 1, 2003;Saprissa;LD Alajuelense;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jul 1, 2004;LD Alajuelense;Cartaginés;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jul 1, 2006;Cartaginés;LD Alajuelense;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jul 1, 2008;LD Alajuelense;Águilas;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jul 1, 2010;Águilas;Herediano;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jan 5, 2015;Herediano;RCD España;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jun 30, 2015;RCD España;Herediano;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jul 1, 2015;Herediano;Santos FC;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Dec 31, 2015;Santos FC;Herediano;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jan 5, 2018;Herediano;Santos FC;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jul 1, 2018;Santos FC;Cibao FC;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jan 8, 2019;Cibao FC;Herediano;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Víctor Núnez;https://www.transfermarkt.com/victor-nunez/profil/spieler/39633;Jan 17, 2019;Herediano;Retired;Apr 15, 1980 ;40;Costa RicaNo current national team players;27;-;Centre-Forward
Félix Montoya;https://www.transfermarkt.com/felix-montoya/profil/spieler/122577;Jul 1, 2004;Liberia;Herediano;Mar 28, 1980 ;40;Costa RicaNo current national team players;5;-;Defensive Midfield
Félix Montoya;https://www.transfermarkt.com/felix-montoya/profil/spieler/122577;Jan 1, 2005;Herediano;Puntarenas FC;Mar 28, 1980 ;40;Costa RicaNo current national team players;5;-;Defensive Midfield
Félix Montoya;https://www.transfermarkt.com/felix-montoya/profil/spieler/122577;Jul 1, 2006;Puntarenas FC;Herediano;Mar 28, 1980 ;40;Costa RicaNo current national team players;5;-;Defensive Midfield
Félix Montoya;https://www.transfermarkt.com/felix-montoya/profil/spieler/122577;Jul 1, 2010;Herediano;AD San Carlos;Mar 28, 1980 ;40;Costa RicaNo current national team players;5;-;Defensive Midfield
Félix Montoya;https://www.transfermarkt.com/felix-montoya/profil/spieler/122577;Jan 1, 2013;AD San Carlos;Cartaginés;Mar 28, 1980 ;40;Costa RicaNo current national team players;5;-;Defensive Midfield
Félix Montoya;https://www.transfermarkt.com/felix-montoya/profil/spieler/122577;Jul 1, 2014;Cartaginés;Pérez Zeledón;Mar 28, 1980 ;40;Costa RicaNo current national team players;5;-;Defensive Midfield
Félix Montoya;https://www.transfermarkt.com/felix-montoya/profil/spieler/122577;Jul 1, 2016;Pérez Zeledón;Liberia;Mar 28, 1980 ;40;Costa RicaNo current national team players;5;-;Defensive Midfield
Félix Montoya;https://www.transfermarkt.com/felix-montoya/profil/spieler/122577;Jul 1, 2018;Liberia;AD Carmelita;Mar 28, 1980 ;40;Costa RicaNo current national team players;5;-;Defensive Midfield
Félix Montoya;https://www.transfermarkt.com/felix-montoya/profil/spieler/122577;Jul 1, 2019;AD Carmelita;Retired;Mar 28, 1980 ;40;Costa RicaNo current national team players;5;-;Defensive Midfield
Pablo Brenes;https://www.transfermarkt.com/pablo-brenes/profil/spieler/90834;Jul 1, 2004;Pérez Zeledón;MetroStars;Aug 4, 1982 ;38;Costa RicaNo current national team players;11;-;Left Midfield
Pablo Brenes;https://www.transfermarkt.com/pablo-brenes/profil/spieler/90834;Jan 1, 2005;MetroStars;Salt Lake;Aug 4, 1982 ;38;Costa RicaNo current national team players;11;-;Left Midfield
Pablo Brenes;https://www.transfermarkt.com/pablo-brenes/profil/spieler/90834;Aug 1, 2005;Salt Lake;Saprissa;Aug 4, 1982 ;38;Costa RicaNo current national team players;11;-;Left Midfield
Pablo Brenes;https://www.transfermarkt.com/pablo-brenes/profil/spieler/90834;Jul 1, 2008;Saprissa;Brujas FC;Aug 4, 1982 ;38;Costa RicaNo current national team players;11;-;Left Midfield
Pablo Brenes;https://www.transfermarkt.com/pablo-brenes/profil/spieler/90834;Jan 1, 2011;Brujas FC;Cartaginés;Aug 4, 1982 ;38;Costa RicaNo current national team players;11;-;Left Midfield
Pablo Brenes;https://www.transfermarkt.com/pablo-brenes/profil/spieler/90834;Jul 1, 2013;Cartaginés;Santos FC;Aug 4, 1982 ;38;Costa RicaNo current national team players;11;-;Left Midfield
Pablo Brenes;https://www.transfermarkt.com/pablo-brenes/profil/spieler/90834;Jan 1, 2014;Santos FC;Retired;Aug 4, 1982 ;38;Costa RicaNo current national team players;11;-;Left Midfield
Daniel Peña;https://www.transfermarkt.com/daniel-pena/profil/spieler/194516;Jan 1, 2012;Puntarenas FC;Jacó Rays;May 21, 1983 ;37;No national team players;-;-;Forward
Daniel Peña;https://www.transfermarkt.com/daniel-pena/profil/spieler/194516;Jul 1, 2012;Jacó Rays;Puntarenas FC;May 21, 1983 ;37;No national team players;-;-;Forward
Daniel Peña;https://www.transfermarkt.com/daniel-pena/profil/spieler/194516;Sep 1, 2012;Puntarenas FC;Jacó Rays;May 21, 1983 ;37;No national team players;-;-;Forward
Daniel Peña;https://www.transfermarkt.com/daniel-pena/profil/spieler/194516;Jan 1, 2014;Jacó Rays;Unknown;May 21, 1983 ;37;No national team players;-;-;Forward
Daniel Peña;https://www.transfermarkt.com/daniel-pena/profil/spieler/194516;Jul 1, 2015;Unknown;Jacó Rays;May 21, 1983 ;37;No national team players;-;-;Forward
Randy Cubero;https://www.transfermarkt.com/randy-cubero/profil/spieler/90837;Jul 1, 2007;Liberia Mía;Puntarenas FC;Nov 28, 1982 ;37;No national team players;-;-;Defensive Midfield
Randy Cubero;https://www.transfermarkt.com/randy-cubero/profil/spieler/90837;Jul 1, 2008;Puntarenas FC;Brujas FC;Nov 28, 1982 ;37;No national team players;-;-;Defensive Midfield
Randy Cubero;https://www.transfermarkt.com/randy-cubero/profil/spieler/90837;Jul 1, 2010;Brujas FC;UCR;Nov 28, 1982 ;37;No national team players;-;-;Defensive Midfield
Randy Cubero;https://www.transfermarkt.com/randy-cubero/profil/spieler/90837;Jul 1, 2011;UCR;Barrio México;Nov 28, 1982 ;37;No national team players;-;-;Defensive Midfield
Randy Cubero;https://www.transfermarkt.com/randy-cubero/profil/spieler/90837;Jan 1, 2013;Barrio México;Mictlán;Nov 28, 1982 ;37;No national team players;-;-;Defensive Midfield
Randy Cubero;https://www.transfermarkt.com/randy-cubero/profil/spieler/90837;Jul 1, 2013;Mictlán;Halcones;Nov 28, 1982 ;37;No national team players;-;-;Defensive Midfield
Randy Cubero;https://www.transfermarkt.com/randy-cubero/profil/spieler/90837;Jan 1, 2014;Halcones;Unknown;Nov 28, 1982 ;37;No national team players;-;-;Defensive Midfield
Randy Cubero;https://www.transfermarkt.com/randy-cubero/profil/spieler/90837;Jul 1, 2014;Unknown;AD Aserrí;Nov 28, 1982 ;37;No national team players;-;-;Defensive Midfield
Randy Cubero;https://www.transfermarkt.com/randy-cubero/profil/spieler/90837;Jan 1, 2015;AD Aserrí;Mictlán;Nov 28, 1982 ;37;No national team players;-;-;Defensive Midfield
Randy Cubero;https://www.transfermarkt.com/randy-cubero/profil/spieler/90837;Jul 1, 2015;Mictlán;Without Club;Nov 28, 1982 ;37;No national team players;-;-;Defensive Midfield
Randy Cubero;https://www.transfermarkt.com/randy-cubero/profil/spieler/90837;Feb 2, 2017;Without Club;UCR;Nov 28, 1982 ;37;No national team players;-;-;Defensive Midfield
Randy Cubero;https://www.transfermarkt.com/randy-cubero/profil/spieler/90837;Sep 15, 2017;UCR;Curridabat FC;Nov 28, 1982 ;37;No national team players;-;-;Defensive Midfield
